;PROVINCIA;MUNICIPIO;CUIT;RazonSocial;Linea;AMBA;REC. URB;KM. URB;PAX. URB;Facto rCorr ecKM;Facto r Corre c Rec;Facto r Corre c Pax;Cert Cont;Libro IVA;DDJJ IVA;"Art. 6º Res.
337/
04";"Art. 6º Res.
680/
05";"Art. 7º Res.
680/
05";Cum ple Per miso;Anex o V;Regi men Tarif ario;Cum ple Inc. a;Cum ple Inc. b;Está en Gas oil;"UTA
Cum ple";"CUIT
Valid a";"Res 1 /
12";"Res 422
(Estr uctur a de Cost os)";Habilita do a cobrar;Unid. Habilit en Gasoil;"Unid. NO
Habilit en Gasoil";Litros Go CNRT;Unidad es Compu tables CCP;Agentes computa bles;FC Final
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;27-27852618-1;IVANNA VANESA VELIZ;W03;NO;13.758,00;3.173;5.753;0,667;0,370;0,620;SI;NO;NO;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,67;0,00;195,70;0,67;1,00;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-56890158-0;9 DE JULIO S.R.L;L21;NO;2.829.730,00;1.929.600;2.263.783;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;28,00;0,00;60.982,54;28,00;39,05;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-56890158-0;9 DE JULIO S.R.L;L21SC;NO;1.278.096,50;476.256;912.926;1,000;1,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,00;0,00;15.051,46;10,00;13,95;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-63311413-3;COOPERATIVA DE TRABAJO DE TRANSPORTES LA UNION LIMITADA;CLUL1;NO;1.459.108,63;633.600;295.680;0,609;0,156;0,609;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,00;0,00;10.990,00;7,15;21,44;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-65976100-5;EMPRESA DE TRANSPORTES SAN CAYETANO S.R.L.;L17;NO;4.986.948,50;3.068.544;4.268.827;0,871;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;35,00;0,00;84.000,00;35,00;64,00;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-67506394-6;EL ARGENTINO SRL EMP DE TRASNP;EA;NO;917.844,50;572.080;892.360;0,731;0,731;0,731;SI;SI;SI;NO;NO;NO;NO;SI;SI;NA;SI;SI;SI;SI;NO;SI;NO;7,00;0,00;11.386,00;0,00;0,00;0,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70778883-2;ERSA URBANO S.A.;L120;NO;1.565.677,88;1.198.080;782.839;0,868;0,258;0,393;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,00;0,00;29.610,00;7,00;18,44;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70933799-4;JAIME PAZ S.R.L;L01;NO;128.866,28;214.200;14.249;1,000;1,000;0,689;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,80;0,00;10.498,53;2,80;2,80;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70933799-4;JAIME PAZ S.R.L;L02;NO;45.325,00;42.840;9.065;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,40;0,00;2.099,71;1,40;1,40;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70933799-4;JAIME PAZ S.R.L;L03;NO;49.455,00;178.704;2.743;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,80;0,00;8.758,77;2,80;2,80;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70954505-8;TRANSANT SRL;R01;NO;94.737,00;31.680;17.280;1,000;0,442;0,396;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;912,99;1,00;1,14;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70954505-8;TRANSANT SRL;R02;NO;135.365,00;63.360;18.720;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;1.825,99;1,00;1,14;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70954505-8;TRANSANT SRL;R04;NO;126.619,00;74.880;17.280;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;2.157,98;1,00;1,14;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70954505-8;TRANSANT SRL;R05;NO;103.302,00;28.800;9.360;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;829,99;1,00;1,14;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70954505-8;TRANSANT SRL;R06;NO;126.153,00;104.256;20.160;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;3.004,58;1,00;1,14;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70954505-8;TRANSANT SRL;R07;NO;136.113,00;115.584;20.840;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;3.331,04;1,00;1,14;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70954505-8;TRANSANT SRL;R11;NO;60.598,00;11.136;6.240;1,000;0,663;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,50;0,00;320,93;0,50;0,57;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-70954505-8;TRANSANT SRL;R12;NO;66.715,00;12.960;9.792;1,000;0,589;0,765;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,50;0,00;373,50;0,50;0,57;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-71069212-9;TRANSPORTE NERBEN SRL;NERB1;NO;236.771,41;79.248;57.840;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,57;0,52;2.112,26;1,05;3,14;0,75000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-71069212-9;TRANSPORTE NERBEN SRL;NERB2;NO;59.080,69;36.120;16.345;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,78;0,26;962,74;0,52;1,57;0,75000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-71069212-9;TRANSPORTE NERBEN SRL;NERB3;NO;0,00;0;0;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;0,75000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-71184134-9;TRANSPORTE CORVEL SRL;CRVL1;NO;645.914,41;389.580;217.594;1,000;1,000;0,969;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,40;0,60;8.616,14;2,40;4,80;0,80000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-71184134-9;TRANSPORTE CORVEL SRL;CRVL2;NO;203.503,20;95.388;38.411;1,000;0,979;0,593;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,80;0,20;2.109,65;0,80;1,60;0,80000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;30-71184134-9;TRANSPORTE CORVEL SRL;CRVL3;NO;134.992,80;73.620;29.352;1,000;0,750;0,263;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,80;0,20;1.628,22;0,80;1,60;0,80000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;33-69979433-9;COOP. PROV. SERV. PARA TRANSP. PASAJ. J. B. ALBERDI;25;NO;1.949.710,25;849.948;1.565.020;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,00;0,00;27.500,00;10,00;20,00;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;PROV;33-70729239-9;27 DE JUNIO S.R.L;L27;NO;3.204.910,75;1.737.120;1.335.396;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;33,00;0,00;70.409,00;33,00;27,00;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-62478425-8;PEDRO F. DE URIARTE S.R.L.;L15;NO;5.652.170,00;2.534.400;4.883.475;0,815;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;45,00;0,00;71.242,00;38,24;57,00;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-70778883-2;ERSA URBANO S.A.;L110;NO;3.331.419,25;1.078.693;2.757.555;0,817;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;22,10;0,00;30.868,38;22,10;58,23;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-70778883-2;ERSA URBANO S.A.;L112A;NO;2.301.933,75;1.095.116;1.857.381;0,817;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,36;0,00;31.338,33;14,36;37,85;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-70778883-2;ERSA URBANO S.A.;L114A;NO;2.226.856,00;930.812;1.816.422;0,817;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,05;0,00;26.636,54;11,05;29,12;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-70778883-2;ERSA URBANO S.A.;L114B;NO;2.092.512,63;933.819;1.707.417;0,817;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,05;0,00;26.722,58;11,05;29,12;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-70778883-2;ERSA URBANO S.A.;L116A;NO;3.281.005,25;1.244.216;2.702.443;0,817;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;20,99;0,00;35.605,06;20,99;55,32;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-70778883-2;ERSA URBANO S.A.;L116B;NO;3.198.654,25;1.229.908;2.645.040;0,817;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;19,89;0,00;35.195,62;19,89;52,41;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-70778883-2;ERSA URBANO S.A.;L116C;NO;3.799.015,75;1.323.093;3.111.919;0,817;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;23,20;0,00;37.862,24;23,20;61,14;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-70778883-2;ERSA URBANO S.A.;L119;NO;2.130.368,25;1.853.280;1.806.727;0,817;1,000;1,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;22,10;0,00;53.034,31;22,10;58,23;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-70778883-2;ERSA URBANO S.A.;L120;NO;3.830.356,50;2.708.160;3.344.884;0,817;1,000;1,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;34,25;0,00;77.497,94;34,25;90,26;1,00000
Diciembre (2013);SANTIAGO DEL ESTERO;SANTIAGO DEL ESTERO CAPITAL;30-71002158-5;AUTOTRANSPORTE DECANO S.R.L.;L118;NO;2.210.032,75;621.333;1.530.948;0,824;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;15,00;0,00;18.586,00;9,48;26,00;1,00000
Diciembre (2013);TIERRA DEL FUEGO;RIO GRANDE;30-70962726-7;TRANSPORTE AUTOMOTOR INTEGRAL KRE S.R.L.;0011B;NO;1.635.720,25;570.412;1.258.246;1,000;1,000;0,786;SI;NO;NO;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,50;0,00;13.754,62;10,50;25,04;1,00000
Diciembre (2013);TIERRA DEL FUEGO;RIO GRANDE;30-70962726-7;TRANSPORTE AUTOMOTOR INTEGRAL KRE S.R.L.;0012D;NO;98.715,53;31.907;75.935;1,000;1,000;0,786;SI;NO;NO;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,60;0,00;769,38;0,60;1,43;1,00000
Diciembre (2013);TIERRA DEL FUEGO;RIO GRANDE;30-70962726-7;TRANSPORTE AUTOMOTOR INTEGRAL KRE S.R.L.;0021C;NO;1.519.270,88;615.369;1.168.670;1,000;1,000;0,786;SI;NO;NO;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,40;0,00;14.838,68;11,40;27,18;1,00000
Diciembre (2013);TIERRA DEL FUEGO;RIO GRANDE;30-70962726-7;TRANSPORTE AUTOMOTOR INTEGRAL KRE S.R.L.;0022A;NO;1.235.744,00;192.312;950.272;1,000;1,000;0,786;SI;NO;NO;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,50;0,00;4.637,32;3,50;8,35;1,00000
Diciembre (2013);TIERRA DEL FUEGO;USHUAIA;30-70862070-6;AUTOBUSES SANTA FE S.R.L;ZALC1;NO;528.802,48;185.152;307.961;0,843;0,938;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,91;0,00;5.303,71;1,91;5,32;1,00000
Diciembre (2013);TIERRA DEL FUEGO;USHUAIA;30-70862070-6;AUTOBUSES SANTA FE S.R.L;ZBLA1;NO;1.938.071,34;745.137;1.149.637;0,843;0,920;0,987;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,64;0,00;21.344,57;7,64;21,28;1,00000
Diciembre (2013);TIERRA DEL FUEGO;USHUAIA;30-70862070-6;AUTOBUSES SANTA FE S.R.L;ZMLB1;NO;2.830.065,50;1.131.211;1.666.107;0,843;0,933;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;11,45;0,00;32.403,72;11,45;31,92;1,00000
Diciembre (2013);TUCUMAN;AGUILARES;30-71005220-0;G.R TOURS S.R.L;95A01;NO;566.965,38;105.000;290.700;0,609;0,995;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,00;0,00;2.175,00;1,19;3,56;1,00000
Diciembre (2013);TUCUMAN;BANDA DEL RIO SALI;30-70985916-8;TANDILENSE S.R.L.;90A01;NO;521.272,16;445.700;330.756;0,561;0,714;0,714;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,00;0,00;8.494,00;5,00;13,71;1,00000
Diciembre (2013);TUCUMAN;CONCEPCION;33-67525041-9;COOPERATIVA DE TRABAJO 9 DE JULIO LTDA;09A01;NO;281.793,13;265.303;134.329;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,00;0,00;8.906,17;5,16;4,90;1,00000
Diciembre (2013);TUCUMAN;CONCEPCION;33-67525041-9;COOPERATIVA DE TRABAJO 9 DE JULIO LTDA;09A02;NO;72.988,02;45.051;30.930;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,00;0,00;1.512,37;1,48;1,40;1,00000
Diciembre (2013);TUCUMAN;CONCEPCION;33-67525041-9;COOPERATIVA DE TRABAJO 9 DE JULIO LTDA;09A03;NO;220.844,70;361.350;149.233;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;8,00;0,00;12.130,46;5,90;5,60;1,00000
Diciembre (2013);TUCUMAN;PROV;20-08054441-4;CALCAGNI, ORESTE;38C01;NO;145.000,14;52.560;64.743;0,668;0,857;0,857;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,71;0,00;1.122,01;0,86;2,58;1,00000
Diciembre (2013);TUCUMAN;PROV;20-08054441-4;CALCAGNI, ORESTE;38C02;NO;129.486,01;46.929;57.807;0,668;0,857;0,857;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,86;0,00;1.001,81;0,43;1,29;1,00000
Diciembre (2013);TUCUMAN;PROV;20-08054441-4;CALCAGNI, ORESTE;38C03;NO;201.482,39;73.000;89.921;0,668;0,857;0,857;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,71;0,00;1.558,35;0,86;2,58;1,00000
Diciembre (2013);TUCUMAN;PROV;20-08054441-4;CALCAGNI, ORESTE;38C04;NO;195.639,39;70.914;87.352;0,668;0,857;0,857;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,71;0,00;1.513,82;0,86;2,58;1,00000
Diciembre (2013);TUCUMAN;PROV;20-10011214-1;GUTIERREZ LUIS VICENTE;31C01;NO;241.935,56;367.920;196.316;0,732;0,198;0,201;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,00;0,00;5.900,00;4,00;4,00;1,00000
Diciembre (2013);TUCUMAN;PROV;20-12414840-6;ALVAREZ LEONARDO ANTONIO;02C01;NO;157.002,81;86.140;95.902;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,50;0,00;2.481,97;1,50;1,75;1,00000
Diciembre (2013);TUCUMAN;PROV;20-12414840-6;ALVAREZ LEONARDO ANTONIO;02C02;NO;331.635,19;201.480;231.046;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,00;0,00;5.805,29;3,00;3,50;1,00000
Diciembre (2013);TUCUMAN;PROV;20-12414840-6;ALVAREZ LEONARDO ANTONIO;02C03;NO;107.292,20;59.443;70.169;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,50;0,00;1.712,74;1,50;1,75;1,00000
Diciembre (2013);TUCUMAN;PROV;20-23546189-8;GHIGGIA  CARLOS  ALBERTO;29C01;NO;515.736,94;435.914;331.058;0,735;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,00;0,00;11.391,45;5,00;7,50;1,00000
Diciembre (2013);TUCUMAN;PROV;20-23546189-8;GHIGGIA  CARLOS  ALBERTO;29C02;NO;32.919,38;27.114;21.132;0,735;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;708,55;1,00;1,50;1,00000
Diciembre (2013);TUCUMAN;PROV;20-29412775-6;DIEZ PABLO JAVIER;70C01;NO;16.454,00;47.400;12.300;0,511;1,000;1,000;SI;NO;NO;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,33;0,67;487,94;0,33;0,99;0,66667
Diciembre (2013);TUCUMAN;PROV;20-29412775-6;DIEZ PABLO JAVIER;70C02;NO;4.046,00;30.800;2.380;0,511;1,000;1,000;SI;NO;NO;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,67;0,33;317,06;0,16;0,49;0,66667
Diciembre (2013);TUCUMAN;PROV;23-10213150-9;ORELLANA JUAN ANTONIO;37C01;NO;6.411,04;7.040;3.275;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,75;0,00;219,04;0,67;0,25;1,00000
Diciembre (2013);TUCUMAN;PROV;23-10213150-9;ORELLANA JUAN ANTONIO;37C02;NO;29.345,10;32.224;14.994;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,75;0,00;1.002,61;0,67;0,25;1,00000
Diciembre (2013);TUCUMAN;PROV;23-10213150-9;ORELLANA JUAN ANTONIO;37C03;NO;56.031,07;61.528;28.630;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,75;0,00;1.914,37;0,67;0,25;1,00000
Diciembre (2013);TUCUMAN;PROV;23-10213150-9;ORELLANA JUAN ANTONIO;37C04;NO;40.741,09;44.738;20.817;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,75;0,00;1.391,97;0,67;0,25;1,00000
Diciembre (2013);TUCUMAN;PROV;30-53313348-3;EMPRESA DE TRANSPORTE ACONQUIJA SRL;21C01;NO;880.384,25;293.825;309.190;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,44;0,00;7.450,54;4,44;9,97;1,00000
Diciembre (2013);TUCUMAN;PROV;30-53313348-3;EMPRESA DE TRANSPORTE ACONQUIJA SRL;21C02;NO;564.577,56;187.714;198.280;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,22;0,00;4.759,88;2,22;4,98;1,00000
Diciembre (2013);TUCUMAN;PROV;30-53313348-3;EMPRESA DE TRANSPORTE ACONQUIJA SRL;21D03;NO;282.351,38;90.520;63.364;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,11;0,00;2.295,32;1,11;2,49;1,00000
Diciembre (2013);TUCUMAN;PROV;30-53313348-3;EMPRESA DE TRANSPORTE ACONQUIJA SRL;21D04;NO;599.996,63;189.070;142.558;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,22;0,00;4.794,26;2,22;4,98;1,00000
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19B07;NO;23.956,07;11.242;11.635;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,36;0,01;329,61;0,36;0,68;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C01;NO;777.351,13;364.792;377.500;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,64;0,11;10.695,42;3,64;6,83;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C02;NO;1.001.799,13;470.120;486.575;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,36;0,14;13.783,56;4,36;8,20;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C03;NO;2.816.058,75;1.321.508;1.367.760;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,55;0,45;38.745,61;14,55;27,33;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C04;NO;29.110,82;13.661;14.140;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,36;0,01;400,53;0,36;0,68;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C05;NO;560.789,75;263.165;272.370;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,91;0,09;7.715,80;2,91;5,47;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C06;NO;866.795,38;406.766;421.000;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,36;0,14;11.926,07;4,36;8,20;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C08;NO;10.665,37;5.005;5.180;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,36;0,01;146,74;0,36;0,68;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C09;NO;9.998,39;4.692;4.856;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,36;0,01;137,57;0,36;0,68;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C10;NO;10.889,12;5.110;5.288;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,36;0,01;149,82;0,36;0,68;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54625680-0;EMPRESA DE OMNIBUS EL PROVINCIAL SRL;19C11;NO;24.222,43;11.367;11.764;0,750;0,653;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,36;0,01;333,27;0,36;0,68;0,96970
Diciembre (2013);TUCUMAN;PROV;30-54635087-4;EL GALGO SRL;16B01;NO;988.300,44;272.446;558.514;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,00;0,00;8.703,81;3,00;9,00;1,00000
